CPF_CNPJ;TIPO_PESSOA;TIPO_DEVEDOR;NOME_DEVEDOR;UF_UNIDADE_RESPONSAVEL;UNIDADE_RESPONSAVEL;ENTIDADE_RESPONSAVEL;UNIDADE_INSCRICAO;NUMERO_INSCRICAO;TIPO_SITUACAO_INSCRICAO;SITUACAO_INSCRICAO;RECEITA_PRINCIPAL;DATA_INSCRICAO;INDICADOR_AJUIZADO;VALOR_CONSOLIDADO;ARQUIVO_ORIGEM
51.854.297/0001-93;Pessoa jurídica;Principal;ASSOCIACAO ATLETICA VOTUPORANGUENSE;NA;Não se Aplica;CAIXA;SAO JOSE DO RIO PRETO;FGSP199801855;Em cobrança;AJUIZADA;Contribuições FGTS;14/04/1998;SIM;193341.42;FGTS
26.752.964/0001-80;Pessoa jurídica;Principal;INTERCAP ESPORTE CLUBE;NA;Não se Aplica;CAIXA;TOCANTINS;FGTO201500132;Em cobrança;AJUIZADA;Contribuições FGTS;20/08/2015;SIM;43001.51;FGTS
26.752.964/0001-80;Pessoa jurídica;Principal;INTERCAP ESPORTE CLUBE;NA;Não se Aplica;CAIXA;TOCANTINS;FGTO201600038;Em cobrança;AJUIZADA;Contribuições FGTS;26/02/2016;SIM;12265.62;FGTS
26.752.964/0001-80;Pessoa jurídica;Principal;INTERCAP ESPORTE CLUBE;NA;Não se Aplica;CAIXA;TOCANTINS;FGTO201500133;Em cobrança;AJUIZADA;Contribuições FGTS;20/08/2015;SIM;2101.06;FGTS
05.647.706/0001-63;Pessoa jurídica;Principal;ASSOCIACAO ATLETICA BANCO DO BRASIL;NA;Não se Aplica;CAIXA;MARANHAO;FGMA201400075;Em cobrança;AJUIZADA;Contribuições FGTS;14/10/2014;SIM;12634.76;FGTS
05.647.706/0001-63;Pessoa jurídica;Principal;ASSOCIACAO ATLETICA BANCO DO BRASIL;NA;Não se Aplica;CAIXA;MARANHAO;FGMA201700746;Em cobrança;AJUIZADA;Contribuições FGTS;07/11/2017;SIM;21292.06;FGTS
83.930.131/0001-03;Pessoa jurídica;Principal;FIGUEIRENSE FUTEBOL CLUBE;NA;Não se Aplica;CAIXA;SANTA CATARINA;FGSC201000501;Benefício Fiscal;AJUIZ PARCELADA;Contribuições FGTS;02/09/2010;SIM;21661.28;FGTS
01.280.189/0001-86;Pessoa jurídica;Principal;GOIANIA ESPORTE CLUBE;NA;Não se Aplica;CAIXA;GOIAS;FGTSGO9600015;Benefício Fiscal;AJUIZ PARCELADA;Contribuições FGTS;25/01/1996;SIM;293958.03;FGTS
01.280.189/0001-86;Pessoa jurídica;Principal;GOIANIA ESPORTE CLUBE;NA;Não se Aplica;CAIXA;GOIAS;FGGO200100776;Benefício Fiscal;AJUIZ PARCELADA;Contribuições FGTS;10/10/2001;SIM;123281.36;FGTS
19.534.197/0001-77;Pessoa jurídica;Principal;MECA MELHORAMENTOS CATAGUASES LTDA;NA;Não se Aplica;CAIXA;JUIZ DE FORA;FGMG201001021;Em cobrança;AJUIZADA;Contribuições FGTS;08/07/2010;SIM;56111.95;FGTS
08.778.383/0006-40;Pessoa jurídica;Principal;VALE DAS CASCATAS SA EMPREENDIMENTOS TURISTICOS;NA;Não se Aplica;CAIXA;RIO GRANDE DO NORTE;FGTSRN9600035;Em cobrança;AJUIZADA;Contribuições FGTS;17/04/1996;SIM;8516.01;FGTS
08.778.383/0006-40;Pessoa jurídica;Principal;VALE DAS CASCATAS SA EMPREENDIMENTOS TURISTICOS;NA;Não se Aplica;CAIXA;RIO GRANDE DO NORTE;FGTSRN9600034;Em cobrança;AJUIZADA;Contribuições FGTS;17/04/1996;SIM;3036.96;FGTS
33.898.610/0001-03;Pessoa jurídica;Principal;AMERICA FOOTBALL CLUB;NA;Não se Aplica;CAIXA;2ª REGIÃO;FGTSRJ9700146;Benefício Fiscal;AJUIZ PARCELADA;Contribuições FGTS;16/01/1997;SIM;262254.09;FGTS
33.898.610/0001-03;Pessoa jurídica;Principal;AMERICA FOOTBALL CLUB;NA;Não se Aplica;CAIXA;2ª REGIÃO;FGTSRJ9702197;Benefício Fiscal;AJUIZ PARCELADA;Contribuições FGTS;10/01/1997;SIM;592398.14;FGTS
33.898.610/0001-03;Pessoa jurídica;Principal;AMERICA FOOTBALL CLUB;NA;Não se Aplica;CAIXA;2ª REGIÃO;FGRJ200200342;Benefício Fiscal;AJUIZ PARCELADA;Contribuições FGTS;28/08/2002;SIM;368.66;FGTS
33.898.610/0001-03;Pessoa jurídica;Principal;AMERICA FOOTBALL CLUB;NA;Não se Aplica;CAIXA;2ª REGIÃO;FGRJ200200436;Benefício Fiscal;AJUIZ PARCELADA;Contribuições FGTS;17/09/2002;SIM;827699.36;FGTS
33.898.610/0001-03;Pessoa jurídica;Principal;AMERICA FOOTBALL CLUB;NA;Não se Aplica;CAIXA;2ª REGIÃO;FGRJ200200437;Benefício Fiscal;AJUIZ PARCELADA;Contribuições FGTS;17/09/2002;SIM;299823.29;FGTS
33.898.610/0001-03;Pessoa jurídica;Principal;AMERICA FOOTBALL CLUB;NA;Não se Aplica;CAIXA;2ª REGIÃO;FGRJ200200438;Benefício Fiscal;AJUIZ PARCELADA;Contribuições FGTS;17/09/2002;SIM;577024.45;FGTS
33.898.610/0001-03;Pessoa jurídica;Principal;AMERICA FOOTBALL CLUB;NA;Não se Aplica;CAIXA;2ª REGIÃO;FGRJ200300185;Benefício Fiscal;AJUIZ PARCELADA;Contribuições FGTS;01/09/2003;SIM;68983.83;FGTS
33.898.610/0001-03;Pessoa jurídica;Principal;AMERICA FOOTBALL CLUB;NA;Não se Aplica;CAIXA;2ª REGIÃO;FGRJ201000017;Benefício Fiscal;AJUIZ PARCELADA;Contribuições FGTS;07/01/2010;SIM;1120557.01;FGTS
33.898.610/0001-03;Pessoa jurídica;Principal;AMERICA FOOTBALL CLUB;NA;Não se Aplica;CAIXA;2ª REGIÃO;FGRJ200801564;Benefício Fiscal;AJUIZ PARCELADA;Contribuições FGTS;15/12/2008;SIM;32675.67;FGTS
33.664.319/0001-70;Pessoa jurídica;Principal;BANGU ATLETICO CLUBE;NA;Não se Aplica;CAIXA;2ª REGIÃO;FGRJ200101808;Benefício Fiscal;AJUIZ PARCELADA;Contribuições FGTS;31/07/2001;SIM;65142.70;FGTS
33.664.319/0001-70;Pessoa jurídica;Principal;BANGU ATLETICO CLUBE;NA;Não se Aplica;CAIXA;2ª REGIÃO;FGRJ200002035;Benefício Fiscal;AJUIZ PARCELADA;Contribuições FGTS;27/10/2000;SIM;189442.35;FGTS
33.664.319/0001-70;Pessoa jurídica;Principal;BANGU ATLETICO CLUBE;NA;Não se Aplica;CAIXA;2ª REGIÃO;FGRJ200001491;Benefício Fiscal;AJUIZ PARCELADA;Contribuições FGTS;17/10/2000;SIM;172240.86;FGTS
25.062.753/0001-52;Pessoa jurídica;Principal;ARAGUAINA FUTEBOL E REGATAS;NA;Não se Aplica;CAIXA;TOCANTINS;FGTO201400068;Em cobrança;AJUIZADA;Contribuições FGTS;10/09/2014;SIM;67786.11;FGTS
25.062.753/0001-52;Pessoa jurídica;Principal;ARAGUAINA FUTEBOL E REGATAS;NA;Não se Aplica;CAIXA;TOCANTINS;FGTO201400167;Em cobrança;AJUIZADA;Contribuições FGTS;17/11/2014;SIM;11104.40;FGTS
25.062.753/0001-52;Pessoa jurídica;Principal;ARAGUAINA FUTEBOL E REGATAS;NA;Não se Aplica;CAIXA;TOCANTINS;FGTO201400166;Em cobrança;AJUIZADA;Contribuições FGTS;17/11/2014;SIM;103767.05;FGTS
52.577.939/0001-17;Pessoa jurídica;Principal;UNIAO MOGI DAS CRUZES FUTEBOL CLUBE;NA;Não se Aplica;CAIXA;GUARULHOS;FGSP200002652;Em cobrança;AJUIZADA;Contribuições FGTS;21/07/2000;SIM;17010.10;FGTS
52.577.939/0001-17;Pessoa jurídica;Principal;UNIAO MOGI DAS CRUZES FUTEBOL CLUBE;NA;Não se Aplica;CAIXA;GUARULHOS;FGSP200002650;Em cobrança;AJUIZADA;Contribuições FGTS;21/07/2000;SIM;2534.62;FGTS
52.577.939/0001-17;Pessoa jurídica;Principal;UNIAO MOGI DAS CRUZES FUTEBOL CLUBE;NA;Não se Aplica;CAIXA;GUARULHOS;FGSP200002651;Em cobrança;AJUIZADA;Contribuições FGTS;21/07/2000;SIM;72434.91;FGTS
52.577.939/0001-17;Pessoa jurídica;Principal;UNIAO MOGI DAS CRUZES FUTEBOL CLUBE;NA;Não se Aplica;CAIXA;GUARULHOS;FGSP200101784;Em cobrança;AJUIZADA;Contribuições FGTS;10/05/2001;SIM;145612.11;FGTS
10.127.231/0001-14;Pessoa jurídica;Principal;ASSOCIACAO DOS SERVIDORES DA DCPV;NA;Não se Aplica;CAIXA;5ª REGIÃO;FGPE200100143;Em cobrança;AJUIZADA;Contribuições FGTS;12/03/2001;SIM;14367.96;FGTS
27.714.575/0001-22;Pessoa jurídica;Principal;COUNTRY CLUB DE GUARAPARY;NA;Não se Aplica;CAIXA;ESPIRITO SANTO;FGES200100326;Em cobrança;AJUIZADA;Contribuições FGTS;11/07/2001;SIM;6273.24;FGTS
27.714.575/0001-22;Pessoa jurídica;Principal;COUNTRY CLUB DE GUARAPARY;NA;Não se Aplica;CAIXA;ESPIRITO SANTO;FGES200100332;Em cobrança;AJUIZADA;Contribuições FGTS;11/07/2001;SIM;1069.44;FGTS
27.714.575/0001-22;Pessoa jurídica;Principal;COUNTRY CLUB DE GUARAPARY;NA;Não se Aplica;CAIXA;ESPIRITO SANTO;FGES200500062;Em cobrança;PETICIONADA;Contribuições FGTS;11/08/2005;NAO;1275.48;FGTS
44.761.807/0001-12;Pessoa jurídica;Principal;ASSOCIACAO ATLETICA INTERNACIONAL;NA;Não se Aplica;CAIXA;PIRACICABA;FGSP199802615;Em cobrança;AJUIZADA;Contribuições FGTS;26/05/1998;SIM;510680.48;FGTS
75.453.746/0001-50;Pessoa jurídica;Principal;UPE CLUBE DE CAMPO;NA;Não se Aplica;CAIXA;LONDRINA;FGPR201701260;Em cobrança;AJUIZADA;Contribuições FGTS;21/03/2017;SIM;5428.50;FGTS
75.453.746/0001-50;Pessoa jurídica;Principal;UPE CLUBE DE CAMPO;NA;Não se Aplica;CAIXA;LONDRINA;FGPR201600447;Em cobrança;AJUIZADA;Contribuições FGTS;27/01/2016;SIM;5937.94;FGTS
95.618.583/0001-25;Pessoa jurídica;Principal;CLUBE ATIRADOR ESPORTIVO;NA;Não se Aplica;CAIXA;SANTA MARIA;FGRS200102391;Em cobrança;AJUIZADA;Contribuições FGTS;28/12/2001;SIM;21536.19;FGTS
33.983.230/0001-77;Pessoa jurídica;Principal;FAZENDA CLUBE MARAPENDI;NA;Não se Aplica;CAIXA;2ª REGIÃO;FGRJ199700057;Em cobrança;AJUIZADA;Contribuições FGTS;30/04/1997;SIM;62947.62;FGTS
33.983.230/0001-77;Pessoa jurídica;Principal;FAZENDA CLUBE MARAPENDI;NA;Não se Aplica;CAIXA;2ª REGIÃO;FGRJ200201018;Em cobrança;AJUIZADA;Contribuições FGTS;30/12/2002;SIM;540.07;FGTS
29.572.690/0001-35;Pessoa jurídica;Principal;SOCIAL RECREATIVO APOLO;NA;Não se Aplica;CAIXA;NOVA IGUACU;FGRJ199900385;Em cobrança;AJUIZADA;Contribuições FGTS;24/08/1999;SIM;9450.38;FGTS
29.572.690/0001-35;Pessoa jurídica;Principal;SOCIAL RECREATIVO APOLO;NA;Não se Aplica;CAIXA;NOVA IGUACU;FGRJ200101846;Em cobrança;AJUIZADA;Contribuições FGTS;02/08/2001;SIM;5015.52;FGTS
33.672.205/0074-28;Pessoa jurídica;Principal;CAMPING CLUBE DO BRASIL;NA;Não se Aplica;CAIXA;MINAS GERAIS;FGMG201400057;Em cobrança;AJUIZADA;Contribuições FGTS;27/01/2014;SIM;9212.39;FGTS
71.093.082/0001-04;Pessoa jurídica;Principal;JOCKEY CLUB SAO VICENTE;NA;Não se Aplica;CAIXA;SANTOS;FGSP199903441;Em cobrança;AJUIZADA;Contribuições FGTS;18/06/1999;SIM;4095.52;FGTS
71.093.082/0001-04;Pessoa jurídica;Principal;JOCKEY CLUB SAO VICENTE;NA;Não se Aplica;CAIXA;SANTOS;FGSP199806014;Em cobrança;AJUIZADA;Contribuições FGTS;20/10/1998;SIM;38325.33;FGTS
33.672.205/0052-12;Pessoa jurídica;Principal;CAMPING CLUBE DO BRASIL;NA;Não se Aplica;CAIXA;CAMPINAS;FGSP201400326;Em cobrança;AJUIZADA;Contribuições FGTS;05/02/2014;SIM;7338.74;FGTS
01.913.896/0001-62;Pessoa jurídica;Principal;SOCIEDADE DESPORTIVA SOBRADINHENSE;NA;Não se Aplica;CAIXA;1ª REGIÃO;FGDF200100698;Em cobrança;AJUIZADA;Contribuições FGTS;27/12/2001;SIM;404.61;FGTS
01.913.896/0001-62;Pessoa jurídica;Principal;SOCIEDADE DESPORTIVA SOBRADINHENSE;NA;Não se Aplica;CAIXA;1ª REGIÃO;FGDF201300282;Em cobrança;AJUIZADA;Contribuições FGTS;22/08/2013;SIM;5257.94;FGTS
17.778.507/0001-73;Pessoa jurídica;Principal;UBERABA SPORT CLUB;NA;Não se Aplica;CAIXA;UBERABA;FGMG200000302;Em cobrança;AJUIZADA;Contribuições FGTS;28/08/2000;SIM;8978.60;FGTS
17.778.507/0001-73;Pessoa jurídica;Principal;UBERABA SPORT CLUB;NA;Não se Aplica;CAIXA;UBERABA;FGMG200000313;Em cobrança;AJUIZADA;Contribuições FGTS;30/08/2000;SIM;1296.02;FGTS
17.778.507/0001-73;Pessoa jurídica;Principal;UBERABA SPORT CLUB;NA;Não se Aplica;CAIXA;UBERABA;FGMG200000303;Em cobrança;AJUIZADA;Contribuições FGTS;28/08/2000;SIM;4724.32;FGTS
17.778.507/0001-73;Pessoa jurídica;Principal;UBERABA SPORT CLUB;NA;Não se Aplica;CAIXA;UBERABA;FGMG200101874;Em cobrança;AJUIZADA;Contribuições FGTS;15/08/2001;SIM;7141.29;FGTS
17.778.507/0001-73;Pessoa jurídica;Principal;UBERABA SPORT CLUB;NA;Não se Aplica;CAIXA;UBERABA;FGMG200000315;Em cobrança;AJUIZADA;Contribuições FGTS;31/08/2000;SIM;2286.57;FGTS
17.778.507/0001-73;Pessoa jurídica;Principal;UBERABA SPORT CLUB;NA;Não se Aplica;CAIXA;UBERABA;FGMG200201950;Em cobrança;AJUIZADA;Contribuições FGTS;03/12/2002;SIM;681.87;FGTS
17.778.507/0001-73;Pessoa jurídica;Principal;UBERABA SPORT CLUB;NA;Não se Aplica;CAIXA;UBERABA;FGMG201503704;Em cobrança;AJUIZADA;Contribuições FGTS;26/11/2015;SIM;160572.25;FGTS
30.137.012/0001-23;Pessoa jurídica;Principal;FONSECA ATLETICO CLUBE;NA;Não se Aplica;CAIXA;NITEROI;FGRJ201202419;Em cobrança;AJUIZADA;Contribuições FGTS;24/12/2012;SIM;128734.66;FGTS
75.644.146/0001-79;Pessoa jurídica;Principal;CORITIBA FOOT BALL CLUB;NA;Não se Aplica;CAIXA;PARANA;FGPR199900114;Benefício Fiscal;AJUIZ PARCELADA;Contribuições FGTS;15/03/1999;SIM;300009.28;FGTS
75.644.146/0001-79;Pessoa jurídica;Principal;CORITIBA FOOT BALL CLUB;NA;Não se Aplica;CAIXA;PARANA;FGPR199900113;Benefício Fiscal;AJUIZ PARCELADA;Contribuições FGTS;15/03/1999;SIM;228149.83;FGTS
75.644.146/0001-79;Pessoa jurídica;Principal;CORITIBA FOOT BALL CLUB;NA;Não se Aplica;CAIXA;PARANA;FGPR199900109;Benefício Fiscal;AJUIZ PARCELADA;Contribuições FGTS;15/03/1999;SIM;50191.52;FGTS
75.644.146/0001-79;Pessoa jurídica;Principal;CORITIBA FOOT BALL CLUB;NA;Não se Aplica;CAIXA;PARANA;FGPR199900110;Benefício Fiscal;AJUIZ PARCELADA;Contribuições FGTS;15/03/1999;SIM;40120.33;FGTS
75.644.146/0001-79;Pessoa jurídica;Principal;CORITIBA FOOT BALL CLUB;NA;Não se Aplica;CAIXA;PARANA;FGPR199900111;Benefício Fiscal;AJUIZ PARCELADA;Contribuições FGTS;15/03/1999;SIM;52424.70;FGTS
75.644.146/0001-79;Pessoa jurídica;Principal;CORITIBA FOOT BALL CLUB;NA;Não se Aplica;CAIXA;PARANA;FGPR199900112;Benefício Fiscal;AJUIZ PARCELADA;Contribuições FGTS;15/03/1999;SIM;30212.90;FGTS
75.644.146/0001-79;Pessoa jurídica;Principal;CORITIBA FOOT BALL CLUB;NA;Não se Aplica;CAIXA;PARANA;FGPR199700072;Benefício Fiscal;AJUIZ PARCELADA;Contribuições FGTS;07/05/1997;SIM;16012.55;FGTS
75.644.146/0001-79;Pessoa jurídica;Principal;CORITIBA FOOT BALL CLUB;NA;Não se Aplica;CAIXA;PARANA;FGPR199700073;Benefício Fiscal;AJUIZ PARCELADA;Contribuições FGTS;07/05/1997;SIM;85583.91;FGTS
75.644.146/0001-79;Pessoa jurídica;Principal;CORITIBA FOOT BALL CLUB;NA;Não se Aplica;CAIXA;PARANA;FGPR199700071;Benefício Fiscal;AJUIZ PARCELADA;Contribuições FGTS;07/05/1997;SIM;66716.87;FGTS
75.644.146/0001-79;Pessoa jurídica;Principal;CORITIBA FOOT BALL CLUB;NA;Não se Aplica;CAIXA;PARANA;FGPR199700074;Benefício Fiscal;AJUIZ PARCELADA;Contribuições FGTS;07/05/1997;SIM;440815.36;FGTS
75.644.146/0001-79;Pessoa jurídica;Principal;CORITIBA FOOT BALL CLUB;NA;Não se Aplica;CAIXA;PARANA;FGPR199700075;Benefício Fiscal;AJUIZ PARCELADA;Contribuições FGTS;07/05/1997;SIM;123048.41;FGTS
75.644.146/0001-79;Pessoa jurídica;Principal;CORITIBA FOOT BALL CLUB;NA;Não se Aplica;CAIXA;PARANA;FGPR199700077;Benefício Fiscal;AJUIZ PARCELADA;Contribuições FGTS;07/05/1997;SIM;1615.70;FGTS
75.644.146/0001-79;Pessoa jurídica;Principal;CORITIBA FOOT BALL CLUB;NA;Não se Aplica;CAIXA;PARANA;FGPR199700076;Benefício Fiscal;AJUIZ PARCELADA;Contribuições FGTS;07/05/1997;SIM;205767.25;FGTS
75.644.146/0001-79;Pessoa jurídica;Principal;CORITIBA FOOT BALL CLUB;NA;Não se Aplica;CAIXA;PARANA;FGTSPR9600787;Benefício Fiscal;AJUIZ PARCELADA;Contribuições FGTS;11/12/1996;SIM;140934.11;FGTS
10.083.046/0001-75;Pessoa jurídica;Principal;CENTRAL SPORT CLUB;NA;Não se Aplica;CAIXA;CARUARU;FGPE201600235;Em cobrança;AJUIZADA;Contribuições FGTS;09/05/2016;SIM;260423.71;FGTS
10.083.046/0001-75;Pessoa jurídica;Principal;CENTRAL SPORT CLUB;NA;Não se Aplica;CAIXA;5ª REGIÃO;FGPE200300624;Em cobrança;AJUIZADA;Contribuições FGTS;22/12/2003;SIM;96279.27;FGTS
10.083.046/0001-75;Pessoa jurídica;Principal;CENTRAL SPORT CLUB;NA;Não se Aplica;CAIXA;5ª REGIÃO;FGPE200700398;Em cobrança;AJUIZADA;Contribuições FGTS;27/06/2007;SIM;11482.66;FGTS
10.083.046/0001-75;Pessoa jurídica;Principal;CENTRAL SPORT CLUB;NA;Não se Aplica;CAIXA;5ª REGIÃO;FGPE200800530;Em cobrança;AJUIZADA;Contribuições FGTS;22/07/2008;SIM;137982.27;FGTS
10.083.046/0001-75;Pessoa jurídica;Principal;CENTRAL SPORT CLUB;NA;Não se Aplica;CAIXA;5ª REGIÃO;FGPE200700396;Em cobrança;AJUIZADA;Contribuições FGTS;27/06/2007;SIM;62490.06;FGTS
17.309.394/0080-60;Pessoa jurídica;Principal;INTERPASS CLUB INTERNATIONAL VACATION PASSPORT CLUB;NA;Não se Aplica;CAIXA;GOIAS;FGGO199900258;Em cobrança;AJUIZADA;Contribuições FGTS;31/03/1999;SIM;3520.97;FGTS
29.984.614/0001-37;Pessoa jurídica;Principal;CLUBE ATLETICO ITAPEMIRIM;NA;Não se Aplica;CAIXA;ESPIRITO SANTO;FGES201900534;Em cobrança;PETICIONADA;Contribuições FGTS;23/09/2019;NAO;73005.87;FGTS
13.284.724/0001-56;Pessoa jurídica;Principal;ASSOCIACAO DESPORTIVA RURAL DE VIT CONQUISTA DERRUBA;NA;Não se Aplica;CAIXA;VITORIA DA CONQUISTA;FGBA201600312;Em cobrança;AJUIZADA;Contribuições FGTS;27/06/2016;SIM;64734.67;FGTS
95.284.253/0001-40;Pessoa jurídica;Principal;CLUBE CAIXEIRAL;NA;Não se Aplica;CAIXA;SANTANA DO LIVRAMENTO;FGRS199900022;Em cobrança;AJUIZADA;Contribuições FGTS;11/01/1999;SIM;5628.61;FGTS
27.440.817/0001-37;Pessoa jurídica;Principal;ESPORTE CLUB TUPY;NA;Não se Aplica;CAIXA;ESPIRITO SANTO;FGES201900417;Em cobrança;PETICIONADA;Contribuições FGTS;12/07/2019;NAO;33160.53;FGTS
27.440.817/0001-37;Pessoa jurídica;Principal;ESPORTE CLUB TUPY;NA;Não se Aplica;CAIXA;ESPIRITO SANTO;FGES201700543;Em cobrança;PETICIONADA;Contribuições FGTS;16/10/2017;NAO;5461.36;FGTS
06.526.461/0001-89;Pessoa jurídica;Principal;ESPORTE CLUBE FLAMENGO;NA;Não se Aplica;CAIXA;PIAUI;FGPI201600022;Em cobrança;AJUIZADA;Contribuições FGTS;30/05/2016;SIM;51058.51;FGTS
51.501.211/0001-49;Pessoa jurídica;Principal;THERMAS DE PARAGUACU;NA;Não se Aplica;CAIXA;MARILIA;FGSP199903289;Em cobrança;AJUIZADA;Contribuições FGTS;08/06/1999;SIM;33744.32;FGTS
51.501.211/0001-49;Pessoa jurídica;Principal;THERMAS DE PARAGUACU;NA;Não se Aplica;CAIXA;MARILIA;FGSP200202901;Em cobrança;AJUIZADA;Contribuições FGTS;12/07/2002;SIM;7583.59;FGTS
51.501.211/0001-49;Pessoa jurídica;Principal;THERMAS DE PARAGUACU;NA;Não se Aplica;CAIXA;MARILIA;FGSP200300270;Em cobrança;AJUIZADA;Contribuições FGTS;04/02/2003;SIM;15577.92;FGTS
51.501.211/0001-49;Pessoa jurídica;Principal;THERMAS DE PARAGUACU;NA;Não se Aplica;CAIXA;MARILIA;FGSP200001835;Em cobrança;AJUIZADA;Contribuições FGTS;07/06/2000;SIM;10288.36;FGTS
51.501.211/0001-49;Pessoa jurídica;Principal;THERMAS DE PARAGUACU;NA;Não se Aplica;CAIXA;MARILIA;FGSP200005504;Em cobrança;AJUIZADA;Contribuições FGTS;29/09/2000;SIM;4538.82;FGTS
51.501.211/0001-49;Pessoa jurídica;Principal;THERMAS DE PARAGUACU;NA;Não se Aplica;CAIXA;MARILIA;FGSP200005542;Em cobrança;AJUIZADA;Contribuições FGTS;29/09/2000;SIM;12195.73;FGTS
51.501.211/0001-49;Pessoa jurídica;Principal;THERMAS DE PARAGUACU;NA;Não se Aplica;CAIXA;MARILIA;FGTSBU9710280;Em cobrança;AJUIZADA;Contribuições FGTS;27/02/1997;SIM;25298.43;FGTS
05.934.062/0001-94;Pessoa jurídica;Principal;IATE CLUBE DE BOA VISTA;NA;Não se Aplica;CAIXA;RORAIMA;FGRR200700005;Em cobrança;AJUIZADA;Contribuições FGTS;30/04/2007;SIM;43440.03;FGTS
05.934.062/0001-94;Pessoa jurídica;Principal;IATE CLUBE DE BOA VISTA;NA;Não se Aplica;CAIXA;RORAIMA;FGRR201100036;Em cobrança;AJUIZADA;Contribuições FGTS;11/07/2011;SIM;10962.10;FGTS
06.042.246/0001-02;Pessoa jurídica;Principal;ASSOCIACAO RECREATIVA CEMAR;NA;Não se Aplica;CAIXA;MARANHAO;FGMA200000362;Em cobrança;AJUIZADA;Contribuições FGTS;15/08/2000;SIM;305336.05;FGTS
47.082.052/0001-18;Pessoa jurídica;Principal;CATANDUVA ESPORTE E CLUBE;NA;Não se Aplica;CAIXA;SAO JOSE DO RIO PRETO;FGSP199700050;Em cobrança;AJUIZADA;Contribuições FGTS;17/04/1997;SIM;34224.35;FGTS
47.082.052/0001-18;Pessoa jurídica;Principal;CATANDUVA ESPORTE E CLUBE;NA;Não se Aplica;CAIXA;SAO JOSE DO RIO PRETO;FGSP199702207;Em cobrança;AJUIZADA;Contribuições FGTS;18/06/1997;SIM;153584.95;FGTS
25.114.679/0001-70;Pessoa jurídica;Principal;AMERICA FUTEBOL CLUBE;NA;Não se Aplica;CAIXA;GOVERNADOR VALADARES;FGMG201603560;Em cobrança;AJUIZADA;Contribuições FGTS;29/08/2016;SIM;15410.05;FGTS
25.114.679/0001-70;Pessoa jurídica;Principal;AMERICA FUTEBOL CLUBE;NA;Não se Aplica;CAIXA;GOVERNADOR VALADARES;FGMG201400268;Em cobrança;AJUIZADA;Contribuições FGTS;13/02/2014;SIM;2095.51;FGTS
25.114.679/0001-70;Pessoa jurídica;Principal;AMERICA FUTEBOL CLUBE;NA;Não se Aplica;CAIXA;GOVERNADOR VALADARES;FGMG201500896;Em cobrança;AJUIZADA;Contribuições FGTS;12/05/2015;SIM;27738.46;FGTS
02.638.650/0001-92;Pessoa jurídica;Principal;MURICI FUTEBOL CLUBE;NA;Não se Aplica;CAIXA;ALAGOAS;FGAL201700487;Em cobrança;AJUIZADA;Contribuições FGTS;30/08/2017;SIM;38324.74;FGTS
10.629.889/0001-24;Pessoa jurídica;Principal;CLUBE LIBANO BRASILEIRO;NA;Não se Aplica;CAIXA;5ª REGIÃO;FGPE200600275;Em cobrança;AJUIZADA;Contribuições FGTS;24/11/2006;SIM;17210.46;FGTS
96.492.673/0001-85;Pessoa jurídica;Principal;CLUBE RECREATIVO SAMBORJENSE;NA;Não se Aplica;CAIXA;URUGUAIANA;FGRS200102321;Em cobrança;AJUIZADA;Contribuições FGTS;28/12/2001;SIM;2335.80;FGTS
00.326.645/0001-19;Pessoa jurídica;Principal;CLUBE PRIMAVERA;NA;Não se Aplica;CAIXA;1ª REGIÃO;FGDF199800555;Em cobrança;AJUIZADA;Contribuições FGTS;06/11/1998;SIM;13573.15;FGTS
00.326.645/0001-19;Pessoa jurídica;Principal;CLUBE PRIMAVERA;NA;Não se Aplica;CAIXA;1ª REGIÃO;FGDF199900188;Em cobrança;AJUIZADA;Contribuições FGTS;05/07/1999;SIM;3197.08;FGTS
00.326.645/0001-19;Pessoa jurídica;Principal;CLUBE PRIMAVERA;NA;Não se Aplica;CAIXA;1ª REGIÃO;FGDF199900014;Em cobrança;AJUIZADA;Contribuições FGTS;13/01/1999;SIM;2390.15;FGTS
59.114.926/0001-50;Pessoa jurídica;Principal;MENINOS FUTEBOL CLUBE;NA;Não se Aplica;CAIXA;SAO BERNARDO DO CAMPO;FGSP201101837;Em cobrança;AJUIZADA;Contribuições FGTS;03/06/2011;SIM;13067.04;FGTS
59.114.926/0001-50;Pessoa jurídica;Principal;MENINOS FUTEBOL CLUBE;NA;Não se Aplica;CAIXA;SAO BERNARDO DO CAMPO;FGSP200902622;Em cobrança;AJUIZADA;Contribuições FGTS;13/05/2009;SIM;4246.58;FGTS
59.114.926/0001-50;Pessoa jurídica;Principal;MENINOS FUTEBOL CLUBE;NA;Não se Aplica;CAIXA;SAO BERNARDO DO CAMPO;FGSP201302738;Em cobrança;AJUIZADA;Contribuições FGTS;13/12/2013;SIM;19494.40;FGTS
33.672.205/0062-94;Pessoa jurídica;Principal;CAMPING CLUBE DO BRASIL;NA;Não se Aplica;CAIXA;RIO GRANDE DO NORTE;FGRN200000025;Em cobrança;AJUIZADA;Contribuições FGTS;28/06/2000;SIM;5781.35;FGTS
